taxonId,taxon
ptilodon_capucina,Ptilodon capucina
ptycholoma_lecheana,Ptycholoma lecheana
pyralidae,Pyralidae
pyralis_farinalis,Pyralis farinalis
pyrausta,Pyrausta
pyrausta_aurata,Pyrausta aurata
pyrausta_cingulata,Pyrausta cingulata
pyrausta_despicata,Pyrausta despicata
pyrausta_ostrinalis,Pyrausta ostrinalis
pyrausta_purpuralis,Pyrausta purpuralis
pyropteron_muscaeformis,Pyropteron muscaeformis
pyrrhia_umbra,Pyrrhia umbra
rheumaptera_cervinalis,Rheumaptera cervinalis
rheumaptera_hastata,Rheumaptera hastata
rheumaptera_hastata_hastata,Rheumaptera hastata hastata
rheumaptera_undulata,Rheumaptera undulata
rhigognostis_annulatella,Rhigognostis annulatella
rhigognostis_incarnatella,Rhigognostis incarnatella
rhizedra_lutosa,Rhizedra lutosa
rhodometra_sacraria,Rhodometra sacraria
rhopobota_myrtillana,Rhopobota myrtillana
rhopobota_naevana,Rhopobota naevana
rhopobota_ustomaculana,Rhopobota ustomaculana
rhyacia_simulans,Rhyacia simulans
rhyacionia_buoliana,Rhyacionia buoliana
rhyacionia_pinicolana,Rhyacionia pinicolana
rhyacionia_pinivorana,Rhyacionia pinivorana
rivula_sericealis,Rivula sericealis
roeslerstammia_erxlebella,Roeslerstammia erxlebella
rusina_ferruginea,Rusina ferruginea
saturnia_pavonia,Saturnia pavonia
schrankia_costaestrigalis,Schrankia costaestrigalis
schreckensteinia_festaliella,Schreckensteinia festaliella
scoliopteryx_libatrix,Scoliopteryx libatrix
scoparia,Scoparia
scoparia_ambigualis,Scoparia ambigualis
scoparia_ancipitella,Scoparia ancipitella
scoparia_basistrigalis,Scoparia basistrigalis
scoparia_pyralella,Scoparia pyralella
scoparia_subfusca,Scoparia subfusca
scopula_floslactata,Scopula floslactata
scopula_floslactata_floslactata,Scopula floslactata floslactata
scopula_floslactata_form_floslactata,Scopula floslactata form floslactata
scopula_imitaria,Scopula imitaria
scopula_immutata,Scopula immutata
scopula_marginepunctata,Scopula marginepunctata
scopula_ternata,Scopula ternata
scotopteryx_bipunctaria,Scotopteryx bipunctaria
scotopteryx_chenopodiata,Scotopteryx chenopodiata
scotopteryx_luridata,Scotopteryx luridata
scotopteryx_luridata_plumbaria,Scotopteryx luridata plumbaria
scotopteryx_moeniata,Scotopteryx moeniata
scotopteryx_mucronata,Scotopteryx mucronata
scotopteryx_mucronata_scotica,Scotopteryx mucronata scotica
scotopteryx_mucronata_umbrifera,Scotopteryx mucronata umbrifera
scrobipalpa,Scrobipalpa
scrobipalpa_acuminatella,Scrobipalpa acuminatella
scrobipalpa_artemisiella,Scrobipalpa artemisiella
scrobipalpa_costella,Scrobipalpa costella
scrobipalpa_instabilella,Scrobipalpa instabilella
scrobipalpa_nitentella,Scrobipalpa nitentella
scrobipalpa_obsoletella,Scrobipalpa obsoletella
scrobipalpa_samadensis,Scrobipalpa samadensis
scrobipalpa_samadensis_subsp__plantaginella,Scrobipalpa samadensis subsp. plantaginella
scythris_fallacella,Scythris fallacella
scythris_picaepennis,Scythris picaepennis
scythropia_crataegella,Scythropia crataegella
selenia_dentaria,Selenia dentaria
selenia_lunularia,Selenia lunularia
selenia_tetralunaria,Selenia tetralunaria
selidosema_brunnearia,Selidosema brunnearia
selidosema_brunnearia_scandinaviaria,Selidosema brunnearia scandinaviaria
selidosema_brunnearia_subsp__scandinaviaria,Selidosema brunnearia subsp. scandinaviaria
semioscopis_avellanella,Semioscopis avellanella
semioscopis_steinkellneriana,Semioscopis steinkellneriana
sesia_apiformis,Sesia apiformis
sesia_bembeciformis,Sesia bembeciformis
sideridis_rivularis,Sideridis rivularis
sideridis_turbida,Sideridis turbida
simyra_albovenosa,Simyra albovenosa
smerinthus_ocellata,Smerinthus ocellata
sophronia_semicostella,Sophronia semicostella
sorhagenia_janiszewskae,Sorhagenia janiszewskae
spaelotis_ravida,Spaelotis ravida
sphinx_ligustri,Sphinx ligustri
sphinx_pinastri,Sphinx pinastri
spilonota_laricana,Spilonota laricana
spilonota_ocellana,Spilonota ocellana
spilosoma_lubricipeda,Spilosoma lubricipeda
spilosoma_lutea,Spilosoma lutea
spodoptera_exigua,Spodoptera exigua
spodoptera_littoralis,Spodoptera littoralis
spuleria_flavicaput,Spuleria flavicaput
standfussiana_lucernea,Standfussiana lucernea
stenolechia_gemmella,Stenolechia gemmella
stenoptilia_bipunctidactyla,Stenoptilia bipunctidactyla
stenoptilia_millieridactyla,Stenoptilia millieridactyla
stenoptilia_pterodactyla,Stenoptilia pterodactyla
stenoptilia_zophodactylus,Stenoptilia zophodactylus
sterrhopterix_fusca,Sterrhopterix fusca
stigmella_alnetella,Stigmella alnetella
stigmella_anomalella,Stigmella anomalella
stigmella_assimilella,Stigmella assimilella
stigmella_atricapitella,Stigmella atricapitella
stigmella_aurella,Stigmella aurella
stigmella_betulicola,Stigmella betulicola
stigmella_catharticella,Stigmella catharticella
stigmella_confusella,Stigmella confusella
stigmella_continuella,Stigmella continuella
stigmella_crataegella,Stigmella crataegella
stigmella_floslactella,Stigmella floslactella
stigmella_hemargyrella,Stigmella hemargyrella
stigmella_hybnerella,Stigmella hybnerella
stigmella_lapponica,Stigmella lapponica
stigmella_lemniscella,Stigmella lemniscella
stigmella_luteella,Stigmella luteella
stigmella_magdalenae,Stigmella magdalenae
stigmella_malella,Stigmella malella
stigmella_microtheriella,Stigmella microtheriella
stigmella_myrtillella,Stigmella myrtillella
stigmella_nylandriella,Stigmella nylandriella
stigmella_obliquella,Stigmella obliquella
stigmella_oxyacanthella,Stigmella oxyacanthella
stigmella_paradoxa,Stigmella paradoxa
stigmella_perpygmaeella,Stigmella perpygmaeella
stigmella_plagicolella,Stigmella plagicolella
stigmella_poterii,Stigmella poterii
stigmella_regiella,Stigmella regiella
stigmella_roborella,Stigmella roborella
stigmella_ruficapitella,Stigmella ruficapitella
stigmella_salicis,Stigmella salicis
stigmella_sorbi,Stigmella sorbi
stigmella_speciosa,Stigmella speciosa
stigmella_tiliae,Stigmella tiliae
stigmella_tityrella,Stigmella tityrella
stigmella_trimaculella,Stigmella trimaculella
stilbia_anomala,Stilbia anomala
strophedra_nitidana,Strophedra nitidana
subacronicta_megacephala,Subacronicta megacephala
sunira_circellaris,Sunira circellaris
swammerdamia_caesiella,Swammerdamia caesiella
swammerdamia_pyrella,Swammerdamia pyrella
synanthedon_culiciformis,Synanthedon culiciformis
synanthedon_formicaeformis,Synanthedon formicaeformis
synanthedon_myopaeformis,Synanthedon myopaeformis
synanthedon_scoliaeformis,Synanthedon scoliaeformis
synanthedon_spheciformis,Synanthedon spheciformis
synanthedon_tipuliformis,Synanthedon tipuliformis
syncopacma,Syncopacma
syndemis_musculana,Syndemis musculana
syngrapha_interrogationis,Syngrapha interrogationis
tachystola_acroxantha,Tachystola acroxantha
teleiodes_luculella,Teleiodes luculella
teleiodes_vulgella,Teleiodes vulgella
teleiopsis_diffinis,Teleiopsis diffinis
tethea_ocularis,Tethea ocularis
tethea_ocularis_octogesimea,Tethea ocularis octogesimea
tethea_or,Tethea or
tethea_or_or,Tethea or or
tetheella_fluctuosa,Tetheella fluctuosa
thalpophila_matura,Thalpophila matura
thera,Thera
thera_britannica,Thera britannica
thera_cognata,Thera cognata
thera_juniperata,Thera juniperata
thera_juniperata_juniperata,Thera juniperata juniperata
thera_juniperata_subsp__juniperata,Thera juniperata subsp. juniperata
thera_juniperata_subsp__orcadensis,Thera juniperata subsp. orcadensis
thera_obeliscata,Thera obeliscata
theria_primaria,Theria primaria
tholera_cespitis,Tholera cespitis
tholera_decimalis,Tholera decimalis
thumatha_senex,Thumatha senex
thyatira_batis,Thyatira batis
thyraylia_nana,Thyraylia nana
tiliacea_aurago,Tiliacea aurago
tiliacea_citrago,Tiliacea citrago
timandra_comae,Timandra comae
tinea_pallescentella,Tinea pallescentella
tinea_pellionella,Tinea pellionella
tinea_semifulvella,Tinea semifulvella
tinea_trinotella,Tinea trinotella
tineola_bisselliella,Tineola bisselliella
tischeria_ekebladella,Tischeria ekebladella
tortricidae,Tortricidae
tortricodes_alternella,Tortricodes alternella
tortricoidea,Tortricoidea
tortrix_viridana,Tortrix viridana
triaxomera_fulvimitrella,Triaxomera fulvimitrella
triaxomera_parasitella,Triaxomera parasitella
trichiura_crataegi,Trichiura crataegi
trichoplusia_ni,Trichoplusia ni
trichopteryx_carpinata,Trichopteryx carpinata
trichopteryx_polycommata,Trichopteryx polycommata
trifurcula_immundella,Trifurcula immundella
triodia_sylvina,Triodia sylvina
triphosa_dubitata,Triphosa dubitata
tyria_jacobaeae,Tyria jacobaeae
udea,Udea
udea_ferrugalis,Udea ferrugalis
udea_lutealis,Udea lutealis
udea_olivalis,Udea olivalis
udea_prunalis,Udea prunalis
utetheisa_pulchella,Utetheisa pulchella
venusia_blomeri,Venusia blomeri
venusia_cambrica,Venusia cambrica
watsonalla_binaria,Watsonalla binaria
watsonalla_cultraria,Watsonalla cultraria
xanthia_togata,Xanthia togata
xanthorhoe_biriviata,Xanthorhoe biriviata
xanthorhoe_decoloraria,Xanthorhoe decoloraria
xanthorhoe_decoloraria_decoloraria,Xanthorhoe decoloraria decoloraria
xanthorhoe_designata,Xanthorhoe designata
xanthorhoe_ferrugata,Xanthorhoe ferrugata
xanthorhoe_fluctuata,Xanthorhoe fluctuata
xanthorhoe_fluctuata_fluctuata,Xanthorhoe fluctuata fluctuata
xanthorhoe_fluctuata_thules,Xanthorhoe fluctuata thules
xanthorhoe_montanata,Xanthorhoe montanata
xanthorhoe_montanata_montanata,Xanthorhoe montanata montanata
xanthorhoe_quadrifasiata,Xanthorhoe quadrifasiata
xanthorhoe_spadicearia,Xanthorhoe spadicearia
xenolechia_aethiops,Xenolechia aethiops
xestia_agathina,Xestia agathina
xestia_agathina_agathina,Xestia agathina agathina
xestia_alpicola,Xestia alpicola
xestia_alpicola_alpina,Xestia alpicola alpina
xestia_baja,Xestia baja
xestia_c_nigrum,Xestia c-nigrum
xestia_castanea,Xestia castanea
xestia_ditrapezium,Xestia ditrapezium
xestia_sexstrigata,Xestia sexstrigata
xestia_stigmatica,Xestia stigmatica
xestia_triangulum,Xestia triangulum
xestia_xanthographa,Xestia xanthographa
xylena_exsoleta,Xylena exsoleta
xylena_solidaginis,Xylena solidaginis
xylena_vetusta,Xylena vetusta
xylocampa_areola,Xylocampa areola
yponomeuta,Yponomeuta
yponomeuta_cagnagella,Yponomeuta cagnagella
yponomeuta_evonymella,Yponomeuta evonymella
yponomeuta_malinellus,Yponomeuta malinellus
yponomeuta_padella,Yponomeuta padella
yponomeuta_plumbella,Yponomeuta plumbella
yponomeuta_rorrella,Yponomeuta rorrella
yponomeuta_sedella,Yponomeuta sedella
yponomeutidae,Yponomeutidae
ypsolopha_alpella,Ypsolopha alpella
ypsolopha_dentella,Ypsolopha dentella
ypsolopha_nemorella,Ypsolopha nemorella
ypsolopha_parenthesella,Ypsolopha parenthesella
ypsolopha_scabrella,Ypsolopha scabrella
ypsolopha_sequella,Ypsolopha sequella
ypsolopha_ustella,Ypsolopha ustella
ypsolopha_vittella,Ypsolopha vittella
zeiraphera,Zeiraphera
zeiraphera_griseana,Zeiraphera griseana
zeiraphera_isertana,Zeiraphera isertana
zeiraphera_ratzeburgiana,Zeiraphera ratzeburgiana
zelleria_hepariella,Zelleria hepariella
zelotherses_paleana,Zelotherses paleana
zelotherses_unitana,Zelotherses unitana
zygaena,Zygaena
zygaena_filipendulae,Zygaena filipendulae
zygaena_filipendulae_filipendulae,Zygaena filipendulae filipendulae
zygaena_filipendulae_stephensi,Zygaena filipendulae stephensi
zygaena_lonicerae,Zygaena lonicerae
zygaena_lonicerae_latomarginata,Zygaena lonicerae latomarginata
zygaena_lonicerae_lonicerae,Zygaena lonicerae lonicerae
zygaena_lonicerae_trifolii,Zygaena lonicerae/trifolii
zygaena_trifolii,Zygaena trifolii
